,video_path,time,species,image_id
574,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,341,Carcharhinus limbatus,574
575,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,342,Carcharhinus limbatus,575
576,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,343,Carcharhinus limbatus,576
577,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,344,Carcharhinus limbatus,577
578,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,345,Carcharhinus limbatus,578
579,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,346,Carcharhinus limbatus,579
580,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,347,Carcharhinus limbatus,580
581,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,348,Carcharhinus limbatus,581
582,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,349,Carcharhinus limbatus,582
583,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,350,Carcharhinus limbatus,583
584,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,351,Carcharhinus limbatus,584
585,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,352,Carcharhinus limbatus,585
586,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,353,Carcharhinus limbatus,586
587,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,354,Carcharhinus limbatus,587
588,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,355,Carcharhinus limbatus,588
589,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,356,Carcharhinus limbatus,589
590,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,357,Carcharhinus limbatus,590
591,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,358,Carcharhinus limbatus,591
592,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,359,Carcharhinus limbatus,592
593,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,360,Carcharhinus limbatus,593
594,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,361,Carcharhinus limbatus,594
595,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,362,Carcharhinus limbatus,595
596,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,363,Carcharhinus limbatus,596
597,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH010007.MP4,364,Carcharhinus limbatus,597
598,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH040007.MP4,613,other,598
599,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH040007.MP4,614,other,599
600,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH040007.MP4,615,other,600
601,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH040007.MP4,616,other,601
602,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,177,Carcharhinus galapaguensis,602
603,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,178,Carcharhinus galapaguensis,603
604,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,179,Carcharhinus galapaguensis,604
605,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,180,Carcharhinus galapaguensis,605
606,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,181,Carcharhinus galapaguensis,606
607,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,182,Carcharhinus galapaguensis,607
608,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,183,Carcharhinus galapaguensis,608
609,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F1R_2023-04-19/100GOPRO/GH050007.MP4,184,Carcharhinus galapaguensis,609
610,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,190,Carcharhinus galapaguensis,610
611,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,191,Carcharhinus galapaguensis,611
612,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,192,Carcharhinus galapaguensis,612
613,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,193,Carcharhinus galapaguensis,613
614,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,194,Carcharhinus galapaguensis,614
615,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,195,Carcharhinus galapaguensis,615
616,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,196,Carcharhinus galapaguensis,616
617,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,197,Carcharhinus galapaguensis,617
618,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,441,Carcharhinus falciformis,618
619,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,442,Carcharhinus falciformis,619
620,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,443,Carcharhinus falciformis,620
621,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH010008.MP4,444,Carcharhinus falciformis,621
622,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,624,Carcharhinus limbatus,622
623,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,625,Carcharhinus limbatus,623
624,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,626,Carcharhinus limbatus,624
625,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,627,Carcharhinus limbatus,625
626,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,628,Carcharhinus limbatus,626
627,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,629,Carcharhinus limbatus,627
628,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,630,Carcharhinus limbatus,628
629,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,631,Carcharhinus limbatus,629
630,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,632,Carcharhinus limbatus,630
631,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,633,Carcharhinus limbatus,631
632,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,634,Carcharhinus limbatus,632
633,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,635,Carcharhinus limbatus,633
634,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,636,Carcharhinus limbatus,634
635,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,637,Carcharhinus limbatus,635
636,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,638,Carcharhinus limbatus,636
637,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,639,Carcharhinus limbatus,637
638,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,640,Carcharhinus limbatus,638
639,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,641,Carcharhinus limbatus,639
640,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,642,Carcharhinus limbatus,640
641,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,643,Carcharhinus limbatus,641
642,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,644,Carcharhinus limbatus,642
643,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,645,Carcharhinus limbatus,643
644,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,646,Carcharhinus limbatus,644
645,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,647,Carcharhinus limbatus,645
646,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,648,Carcharhinus limbatus,646
647,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,649,Carcharhinus limbatus,647
648,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,650,Carcharhinus limbatus,648
649,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,651,Carcharhinus limbatus,649
650,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,652,Carcharhinus limbatus,650
651,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,653,Carcharhinus limbatus,651
652,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,654,Carcharhinus limbatus,652
653,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,655,Carcharhinus limbatus,653
654,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,656,Carcharhinus limbatus,654
655,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,657,Carcharhinus limbatus,655
656,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,658,Carcharhinus limbatus,656
657,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,659,Carcharhinus limbatus,657
658,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,660,Carcharhinus limbatus,658
659,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,661,Carcharhinus limbatus,659
660,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,662,Carcharhinus limbatus,660
661,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,663,Carcharhinus limbatus,661
662,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,664,Carcharhinus limbatus,662
663,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,665,Carcharhinus limbatus,663
664,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,666,Carcharhinus limbatus,664
665,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,667,Carcharhinus limbatus,665
666,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,668,Carcharhinus limbatus,666
667,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,669,Carcharhinus limbatus,667
668,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,670,Carcharhinus limbatus,668
669,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,671,Carcharhinus limbatus,669
670,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,672,Carcharhinus limbatus,670
671,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,673,Carcharhinus limbatus,671
672,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,674,Carcharhinus limbatus,672
673,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,675,Carcharhinus limbatus,673
674,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,676,Carcharhinus limbatus,674
675,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,677,Carcharhinus limbatus,675
676,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,678,Carcharhinus limbatus,676
677,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,679,Carcharhinus limbatus,677
678,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,680,Carcharhinus limbatus,678
679,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,681,Carcharhinus limbatus,679
680,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2L_2023-04-19/100GOPRO/GH040008.MP4,682,Carcharhinus limbatus,680
681,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,190,Carcharhinus galapaguensis,681
682,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,191,Carcharhinus galapaguensis,682
683,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,192,Carcharhinus galapaguensis,683
684,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,193,Carcharhinus galapaguensis,684
685,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,194,Carcharhinus galapaguensis,685
686,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,195,Carcharhinus galapaguensis,686
687,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,196,Carcharhinus galapaguensis,687
688,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,197,Carcharhinus galapaguensis,688
689,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,441,Carcharhinus falciformis,689
690,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,442,Carcharhinus falciformis,690
691,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,443,Carcharhinus falciformis,691
692,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH010007.MP4,444,Carcharhinus falciformis,692
693,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,624,Carcharhinus limbatus,693
694,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,625,Carcharhinus limbatus,694
695,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,626,Carcharhinus limbatus,695
696,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,627,Carcharhinus limbatus,696
697,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,628,Carcharhinus limbatus,697
698,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,629,Carcharhinus limbatus,698
699,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,630,Carcharhinus limbatus,699
700,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,631,Carcharhinus limbatus,700
701,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,632,Carcharhinus limbatus,701
702,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,633,Carcharhinus limbatus,702
703,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,634,Carcharhinus limbatus,703
704,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,635,Carcharhinus limbatus,704
705,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,636,Carcharhinus limbatus,705
706,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,637,Carcharhinus limbatus,706
707,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,638,Carcharhinus limbatus,707
708,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,639,Carcharhinus limbatus,708
709,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,640,Carcharhinus limbatus,709
710,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,641,Carcharhinus limbatus,710
711,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,642,Carcharhinus limbatus,711
712,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,643,Carcharhinus limbatus,712
713,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,644,Carcharhinus limbatus,713
714,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,645,Carcharhinus limbatus,714
715,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,646,Carcharhinus limbatus,715
716,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,647,Carcharhinus limbatus,716
717,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,648,Carcharhinus limbatus,717
718,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,649,Carcharhinus limbatus,718
719,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,650,Carcharhinus limbatus,719
720,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,651,Carcharhinus limbatus,720
721,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,652,Carcharhinus limbatus,721
722,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,653,Carcharhinus limbatus,722
723,/Volumes/Expansion/Expedicion Revillagigedo/19-04-23_San Benedicto/Cañon/SB_S006_F2R_2023-04-19/100GOPRO/GH040007.MP4,654,Carcharhinus limbatus,723
